file_name,query,answer,new query,new answer,type
COCO_val2014_000000407057.jpg,How many horses are pulling the plow?,1,How many horses would be pulling the plow if there was one more horse?,2,direct
COCO_val2014_000000407097.jpg,How many pots are in the sink?,4,How many pots would be in the sink if 3 pots were removed?,1,direct
COCO_val2014_000000407149.jpg,How many white pillows?,0,How many white pillows would there be if 2 pillows were added?,2,direct
COCO_val2014_000000407168.jpg,How many trains are there?,1,How many trains would there be if the number of trains doubled?,2,direct
COCO_val2014_000000407198.jpg,How many giraffes are pictured?,2,How many giraffes would be pictured if one giraffe were subtracted?,1,direct
COCO_val2014_000000407286.jpg,How many dogs are in the car?,3,How many dogs would be in the car if all dogs were removed?,0,direct
COCO_val2014_000000407368.jpg,How many bears are in this picture?,1,How many bears would there be if the bear was removed?,0,direct
COCO_val2014_000000407386.jpg,How many animals do you see?,1,How many animals would there be if there were 3 more animals?,4,direct
COCO_val2014_000000407646.jpg,How many balls are shown?,1,How many balls would there be if the number of balls doubled?,2,direct
COCO_val2014_000000407717.jpg,How many oranges are there?,7,How many oranges would there be if 4 oranges disappeared?,3,direct
COCO_val2014_000000407821.jpg,How many boats are there?,1,How many boats would there be if 2 more boats were added?,3,direct
COCO_val2014_000000407903.jpg,How many surfers are in the water?,4,How many surfers would there be if there were 3 more surfers?,7,direct
COCO_val2014_000000407915.jpg,How many total brush are their?,1,How many total brushes would there be if there were two more brushes?,3,direct
COCO_val2014_000000408008.jpg,How many dogs?,1,How many dogs would there be if there were two more dogs?,3,direct
COCO_val2014_000000408112.jpg,How many traffic cones are seen?,2,How many traffic cones would there be if one less cone existed?,1,direct
COCO_val2014_000000408336.jpg,How many zebras are in the picture?,4,How many zebras is in the picture if two zebras disappeared?,2,direct
COCO_val2014_000000408480.jpg,How many light towers do you see?,1,How many light towers would you see if one more light tower was added?,2,direct
COCO_val2014_000000408534.jpg,How many boats are in the water?,0,How many boats would be in the water if two boats came?,2,direct
COCO_val2014_000000408746.jpg,How many athletes are there?,2,How many athletes would there be if three more athletes came?,5,direct
COCO_val2014_000000408840.jpg,How many buses?,1,How many buses would there be if the bus was removed?,0,direct
COCO_val2014_000000408873.jpg,How many elephants are in the picture?,3,How many elephants would be in the picture if two elephants disappeared?,1,direct
COCO_val2014_000000409016.jpg,How many people?,5,How many people would there be if two more people came?,7,direct
COCO_val2014_000000409239.jpg,How many pizzas?,1,How many pizzas would there be if the number of pizzas tripled?,3,direct
COCO_val2014_000000409630.jpg,How many mice are on the table?,1,How many mice would there be if one more mouse was on the table?,2,direct
COCO_val2014_000000409701.jpg,How many baby birds are there?,4,How many baby birds would be there if there were no baby birds?,0,direct
COCO_val2014_000000409867.jpg,How many men are in the picture?,0,How many men would be in the picture if 2 more men came?,2,direct
COCO_val2014_000000409914.jpg,How many TVs are shown?,1,How many TVs would there be if the TV was not shown?,0,direct
COCO_val2014_000000409921.jpg,How many buses?,3,How many buses would there be if 2 buses disappeared?,1,direct
COCO_val2014_000000409929.jpg,How many wheels on his skateboard are visible?,2,How many wheels would there be if two more wheels were visible?,4,direct
COCO_val2014_000000410004.jpg,How many feet in this picture?,2,How many feet would there be if there were 4 more feet in the picture?,6,direct
COCO_val2014_000000410097.jpg,How many sheep are there?,5,How many sheep would there be if 5 more sheep came?,10,direct
COCO_val2014_000000410194.jpg,How many baby elephants are in the picture?,1,How many baby elephants would there be if 3 more baby elephants were added?,4,direct
COCO_val2014_000000410319.jpg,How many girls are there?,3,How many girls would there be if a girl disappeared?,2,direct
COCO_val2014_000000410633.jpg,How many plates are there?,1,How many plates would there be if two more plates were added?,3,direct
COCO_val2014_000000410810.jpg,How many men cutting the cake?,4,How many men would be cutting the cake if 3 men didn't cut the cake?,1,direct
COCO_val2014_000000410855.jpg,How many stop signs are seen?,1,How many stop signs would there be if the stop sign was not there?,0,direct
COCO_val2014_000000410942.jpg,How many skiers are there?,3,How many skiers would there be if one skier left the group?,2,direct
COCO_val2014_000000410951.jpg,How many trains are shown?,2,How many trains would there be if 3 more trains came?,5,direct
COCO_val2014_000000411188.jpg,How many birds are there?,1,How many birds would there be if 2 more birds joined?,3,direct
COCO_val2014_000000411241.jpg,How many laptops does he have?,2,How many laptops would there be if one more laptop was added?,3,direct
COCO_val2014_000000411277.jpg,How many screens are shown?,4,How many screens would there be if two screens disappeared?,2,direct
COCO_val2014_000000411282.jpg,How many pizzas do you count?,1,How many pizzas would there be if four more pizzas were added?,5,direct
COCO_val2014_000000411405.jpg,How many stuffed animals are in the photo?,1,How many stuffed animals would there be if two more stuffed animals were added?,3,direct
COCO_val2014_000000411484.jpg,How many of the dogs playing are brown?,2,How many of the dogs playing would be black and how many would be brown if one brown dog disappeared and two black dogs joined?,3,direct
COCO_val2014_000000411564.jpg,How many bottles are on the table?,3,How many bottles would there be if all the bottles were removed?,0,direct
COCO_val2014_000000411666.jpg,How many cans are on the shelf?,0,How many cans would there be if 4 cans were added to the shelf?,4,direct
COCO_val2014_000000411845.jpg,How many power lines are holding the traffic light?,1,How many power lines would there be holding the traffic light if the power line holding the traffic light was removed?,0,direct
COCO_val2014_000000411871.jpg,How many forks?,1,How many forks would there be if 2 more forks were added?,3,direct
COCO_val2014_000000411872.jpg,How many pillows are there?,6,How many pillows would there be if 3 pillows were removed?,3,direct
COCO_val2014_000000412240.jpg,How many shoes are there?,2,How many shoes would there be if 8 more shoes were added?,10,direct
COCO_val2014_000000412301.jpg,How many white buses are there?,1,How many white buses would there be if 2 more white buses were added?,3,direct
COCO_val2014_000000412304.jpg,How many horses are there?,4,How many horses would there be if half of the horses ran away?,2,direct
COCO_val2014_000000412339.jpg,How many pictures are hanging on the wall?,2,How many pictures would there be if 3 pictures were added to the wall?,5,direct
COCO_val2014_000000412355.jpg,How many nails are in the bird feeder?,1,How many nails would there be in the bird feeder if the nail was removed?,0,direct
COCO_val2014_000000412407.jpg,How many devices?,1,How many devices would there be if 2 more devices were added?,3,direct
COCO_val2014_000000412464.jpg,How many glasses are there?,2,How many glasses would there be if 1 more glass was added?,3,direct
COCO_val2014_000000412483.jpg,How many graduation pictures on are the wall?,4,How many graduation pictures would there be if 2 pictures were removed?,2,direct
COCO_val2014_000000412531.jpg,How many parking meters are there?,1,How many parking meters would there be if 5 more parking meters were added?,6,direct
COCO_val2014_000000412592.jpg,How many spoons are in this broccoli dish?,2,How many spoons would there be if the number of spoons were doubled?,4,direct
COCO_val2014_000000412676.jpg,How many cars are visible?,3,How many cars would there be if 2 cars were removed?,1,direct
COCO_val2014_000000412690.jpg,How many boats are in the photo?,2,How many boats would there be if 2 more boats entered the shot?,4,direct
COCO_val2014_000000412757.jpg,How many buses are there?,2,How many buses would there be if one bus was removed?,1,direct
COCO_val2014_000000412842.jpg,How many bears are in the picture?,1,How many bears would there be if another bear entered the picture?,2,direct
COCO_val2014_000000412873.jpg,How many cows are there?,2,How many cows would there be if 4 more cows were added?,6,direct
COCO_val2014_000000412963.jpg,How many different types of animals are there?,2,How many different types of animals would there be if one type of animal was removed?,1,direct
COCO_val2014_000000412975.jpg,HOW MANY Horses are in the photo?,0,How many horses would there be if a horse was added to the photo?,1,direct
COCO_val2014_000000413008.jpg,How many flowers are on the table?,3,How many flowers would there be if 2 flowers were removed from the table?,1,direct
COCO_val2014_000000413058.jpg,How many computers do you see?,2,How many computers would there be if there were twice the amount of computers?,4,direct
COCO_val2014_000000413126.jpg,How many pieces of technology in this picture?,3,How many pieces of technology would there be if one piece of technology were removed from the picture?,2,direct
COCO_val2014_000000413260.jpg,How many sheep are in the picture?,2,How many sheep would there be if 3 more sheep were added to the picture?,5,direct
COCO_val2014_000000413339.jpg,How many buses?,2,How many buses would there be if one bus were removed from the group?,1,direct
COCO_val2014_000000413349.jpg,How many individuals can be seen in this photo?,1,How many individuals would there be if 2 more individuals were added to the photo?,3,direct
COCO_val2014_000000413395.jpg,How many cats are on the gentleman's lap?,2,How many cats would there be if one cat were removed from the gentleman's lap?,1,direct
COCO_val2014_000000413475.jpg,How many signs are on the pole?,2,How many signs would there be if 2 more signs were added to the pole?,4,direct
COCO_val2014_000000413497.jpg,How many clocks?,1,How many clocks would there be if there were no clocks?,0,direct
COCO_val2014_000000413634.jpg,How many riders?,1,How many riders would there be if three more riders joined?,4,direct
COCO_val2014_000000413709.jpg,How many clocks are shown?,2,How many clocks would there be if one more clock was added?,3,direct
COCO_val2014_000000413734.jpg,How many wings are visible?,1,How many wings would there be if one more wing were visible?,2,direct
COCO_val2014_000000413822.jpg,How many motorcycles can be seen?,1,How many motorcycles would there be if three more motorcycles were seen?,4,direct
COCO_val2014_000000413852.jpg,How many skiers do you see?,4,How many skiers would there be if one skier were not seen?,3,direct
COCO_val2014_000000413971.jpg,How many drinks do you see?,2,How many drinks would there be if four more drinks were seen?,6,direct
COCO_val2014_000000414170.jpg,How many skiers are there?,3,How many skiers would there be if the number of skiers was doubled?,6,direct
COCO_val2014_000000414196.jpg,How many fingers can you see?,4,How many fingers would you see if 3 more fingers were added?,7,direct
COCO_val2014_000000414201.jpg,How many men are there?,1,How many men would there be if the only man was removed?,0,direct
COCO_val2014_000000414228.jpg,How many animals in the picture?,5,How many animals would there be if two more animals were added?,7,direct
COCO_val2014_000000414249.jpg,How many trees?,1,How many trees would there be if 4 more trees were added?,5,direct
COCO_val2014_000000414343.jpg,How many ladies are in this?,3,How many ladies would there be if 2 ladies were removed?,1,direct
COCO_val2014_000000414578.jpg,How many benches are in the background?,1,How many benches would there be if 5 more benches were added?,6,direct
COCO_val2014_000000414638.jpg,How many forks?,1,How many forks would there be if the number of forks was doubled?,2,direct
COCO_val2014_000000414664.jpg,How many horses in the picture?,3,How many horses would there be if 2 horses were removed?,1,direct
COCO_val2014_000000414711.jpg,How many clocks are in the photo?,2,How many clocks would there be if 3 more clocks were added?,5,direct
COCO_val2014_000000414744.jpg,How many cars are in the parking lot?,6,How many cars would there be if the number of cars was halved?,3,direct
COCO_val2014_000000414750.jpg,How many pairs of scissors are in this picture?,1,How many pairs of scissors would there be if two more pairs of scissors were added to the picture?,3,direct
COCO_val2014_000000414813.jpg,How many planes are there?,4,How many planes would there be if one plane flew away?,3,direct
COCO_val2014_000000414819.jpg,How many bears are there?,2,How many bears would there be if three more bears joined them?,5,direct
COCO_val2014_000000415183.jpg,How many brown horses?,2,How many brown horses would there be if an extra brown horse was added?,3,direct
COCO_val2014_000000415194.jpg,How many chairs?,2,How many chairs would there be if one chair was taken away?,1,direct
COCO_val2014_000000415196.jpg,How many beds?,1,How many beds would there be if an additional bed was added?,2,direct
COCO_val2014_000000415225.jpg,How many flags are there?,4,How many flags would there be if the number of flags doubled in number?,8,direct
COCO_val2014_000000415408.jpg,How many vehicles are in the picture?,2,How many vehicles would there be if both the vehicles were taken away?,0,direct
COCO_val2014_000000415434.jpg,How many animals are there?,2,How many animals would there be if three more animals were included?,5,direct
COCO_val2014_000000415716.jpg,How many lamps are there?,1,How many lamps would there be if there were no lamps present?,0,direct
COCO_val2014_000000415828.jpg,How many umbrellas are in the picture?,1,How many umbrellas would there be if 2 more umbrellas were added?,3,direct
COCO_val2014_000000415840.jpg,How many cars are passing the train?,1,How many cars would be passing the train if 3 more cars were added?,4,direct
COCO_val2014_000000415904.jpg,How many bicycles are on top of the car?,3,How many bicycles would be on top of the car if 2 bicycles were taken off?,1,direct
COCO_val2014_000000416088.jpg,How many trees are beneath the people?,0,How many trees would be beneath the people if 5 more trees were planted?,5,direct
COCO_val2014_000000416311.jpg,How many players are visible?,4,How many players would be visible if there was 1 less player?,3,direct
COCO_val2014_000000416335.jpg,How many pizzas are shown?,8,How many pizzas would there be if the number of pizzas was half of the original number?,4,direct
COCO_val2014_000000416451.jpg,How many wine bottles are shown?,2,How many wine bottles would there be if the number of wine bottles was doubled?,4,direct
COCO_val2014_000000416467.jpg,How many lights are on?,1,How many lights would be on if the light was turned off?,0,direct
COCO_val2014_000000416745.jpg,How many electrical outlets are on the wall?,1,How many electrical outlets would be on the wall if the outlet was removed?,0,direct
COCO_val2014_000000416749.jpg,How many animals can you see?,2,How many animals would there be if three more animals were added?,5,direct
COCO_val2014_000000416765.jpg,How many animals are there?,7,How many animals would there be if 5 animals were removed?,2,direct
COCO_val2014_000000416837.jpg,How many animals are there?,1,How many animals would there be if 5 more animals were added?,6,direct
COCO_val2014_000000416885.jpg,How many glasses are there?,2,How many glasses would there be if the number of glasses doubled?,4,direct
COCO_val2014_000000416911.jpg,How many horses are there?,2,How many horses would there be if one horse was removed?,1,direct
COCO_val2014_000000417055.jpg,How many clocks are there?,2,How many clocks would there be if 2 more clocks were added?,4,direct
COCO_val2014_000000417085.jpg,How many animals are there?,2,How many animals would there be if the number of animals was halved?,1,direct
COCO_val2014_000000417111.jpg,How many light bulbs are there?,2,How many light bulbs would there be if both light bulbs were removed?,0,direct
COCO_val2014_000000417144.jpg,How many pineapples are there?,2,How many pineapples would there be if 3 pineapples were added?,5,direct
COCO_val2014_000000417190.jpg,How many shoes are in the suitcase?,1,How many shoes would there be if the number of shoes was doubled?,2,direct
COCO_val2014_000000417193.jpg,How many frisbees are visible?,1,How many frisbees would be visible if 2 more frisbees were added?,3,direct
COCO_val2014_000000417216.jpg,How many cars are in the picture?,2,How many cars would be in the picture if one car were removed?,1,direct
COCO_val2014_000000417265.jpg,How many doors in this scene?,1,How many doors would there be if the number of doors doubled?,2,direct
COCO_val2014_000000417284.jpg,How many people appear to be in the pool?,0,How many people would appear to be in the pool if 3 more people appeared in the pool?,3,direct
COCO_val2014_000000417285.jpg,How many utensils are visible in this group?,2,How many utensils would be visible in this group  if one utensil were removed?,1,direct
COCO_val2014_000000417400.jpg,How many motorcycles are in the picture?,1,How many motorcycles would be in the picture if 5 more motorcycles were added?,6,direct
COCO_val2014_000000417586.jpg,How many shoes are in the picture?,2,How many shoes would there be if the number of shoes doubled?,4,direct
COCO_val2014_000000417653.jpg,How many chairs are in the picture?,1,How many chairs would be in the picture if there were no chairs?,0,direct
COCO_val2014_000000417727.jpg,How many computers are there?,3,How many computers would there be if 7 more computers were added?,10,direct
COCO_val2014_000000417849.jpg,How many cows in this picture?,2,How many cows would be in the picture if one cow were removed?,1,direct
COCO_val2014_000000417946.jpg,How many animals are in the photo?,1,How many animals would be in the photo if 2 more animals were added?,3,direct
COCO_val2014_000000417980.jpg,How many umbrellas are there?,1,How many umbrellas would be there if the umbrella was removed?,0,direct
COCO_val2014_000000418106.jpg,How many heads do you see?,1,How many heads would you see if 2 more heads were added?,3,direct
COCO_val2014_000000418300.jpg,How many men are shown?,1,How many men would be shown if 3 more men were added?,4,direct
COCO_val2014_000000418435.jpg,How many cars are parked on the street?,2,How many cars would be parked on the street if one of the cars was removed?,1,direct
COCO_val2014_000000418548.jpg,How many donuts are there?,7,How many donuts would there be if the number of donuts doubled?,14,direct
COCO_val2014_000000418563.jpg,How many doughnuts are there?,1,How many doughnuts would there be if 5 more doughnuts were added?,6,direct
COCO_val2014_000000418578.jpg,How many stuffed animals are wearing eyeglasses and/ or sunglasses?,3,How many stuffed animals would be wearing eyeglasses and/ or sunglasses if 2 of them were removed?,1,direct
COCO_val2014_000000418604.jpg,How many babies are there?,1,How many babies would there be if 4 more babies were added?,5,direct
COCO_val2014_000000418623.jpg,How many windows are there?,1,How many windows would there be if 2 more windows were added?,3,direct
COCO_val2014_000000418625.jpg,How many animals are here?,3,How many animals would there be if two more animals came?,5,direct
COCO_val2014_000000418637.jpg,How many animal are there?,4,How many animal would there be if one animal left?,3,direct
COCO_val2014_000000418692.jpg,How many chairs are pictured?,2,How many chairs would there be if one more chair was added?,3,direct
COCO_val2014_000000418696.jpg,How many cars are there?,3,How many cars would there be if the number of cars doubled?,6,direct
COCO_val2014_000000419081.jpg,How many toilets are shown?,1,How many toilets would there be if the toilet was not shown?,0,direct
COCO_val2014_000000419096.jpg,How many trains are shown?,1,How many trains would there be if two more trains were added?,3,direct
COCO_val2014_000000419106.jpg,How many signs are there?,2,How many signs would there be if one sign was removed?,1,direct
COCO_val2014_000000419119.jpg,How many books are on the table?,2,How many books would there be if three more books were added?,5,direct
COCO_val2014_000000419144.jpg,How many elephants are shown?,6,How many elephants would there be if 3 elephants were removed?,3,direct
COCO_val2014_000000419224.jpg,How many sofas are in the room?,1,How many sofas would there be if one more sofa were added?,2,direct
COCO_val2014_000000419350.jpg,How many boxes of green apples are there?,3,How many boxes of green apples would there be if the number of boxes was doubled?,6,direct
COCO_val2014_000000419371.jpg,How many zebras?,1,How many zebras would there be if one more zebra was added?,2,direct
COCO_val2014_000000419378.jpg,How many signal lights?,3,How many signal lights would there be if 2 signal lights were removed?,1,direct
COCO_val2014_000000419408.jpg,How many people can be seen?,2,How many people would there be if 3 more people were added?,5,direct
COCO_val2014_000000419544.jpg,How many buses in the picture?,1,How many buses would there be if 2 more buses were added?,3,direct
COCO_val2014_000000419560.jpg,How many giraffe are there?,2,How many giraffes would there be if one giraffe was removed?,1,direct
COCO_val2014_000000419828.jpg,How many hats are there?,2,How many hats would there be if 5 more hats were added?,7,direct
COCO_val2014_000000419856.jpg,How many different fruits are in the basket?,2,How many different fruits would be in the basket if 2 more fruits were added?,4,direct
COCO_val2014_000000419859.jpg,How many birds are there?,1,How many birds would there be if 3 more birds came?,4,direct
COCO_val2014_000000419974.jpg,How many dogs?,1,How many dogs would there be if another dog was added?,2,direct
COCO_val2014_000000420036.jpg,How many TVs in this room?,2,How many TVs would be in the room if one TV was removed?,1,direct
COCO_val2014_000000420059.jpg,How many suitcases are there?,1,How many suitcases would there be if one more suitcase was added?,2,direct
COCO_val2014_000000420090.jpg,How many animals in the picture?,3,How many animals would there be in the picture if 2 animals were removed?,1,direct
COCO_val2014_000000420110.jpg,How many women in the photo?,0,How many women would there be in the photo if 2 women were added?,2,direct
COCO_val2014_000000420113.jpg,How many umbrellas are opened?,1,How many umbrellas would be opened if the umbrella was closed?,0,direct
COCO_val2014_000000420156.jpg,How many laptops are here?,1,How many laptops would there be if one more laptop was added?,2,direct
COCO_val2014_000000420181.jpg,How many umbrellas are shown?,3,How many umbrellas would be shown if 2 more umbrellas were added?,5,direct
COCO_val2014_000000420230.jpg,How many elephants are shown?,1,How many elephants would there be if two more elephants were shown?,3,direct
COCO_val2014_000000420490.jpg,How many chairs are shown?,3,How many chairs would there be if one less chair was shown?,2,direct
COCO_val2014_000000420525.jpg,How many women are there?,2,How many women would there be if three more women were present?,5,direct
COCO_val2014_000000420573.jpg,How many clocks?,1,How many clocks would there be if four more clocks were added?,5,direct
COCO_val2014_000000420596.jpg,How many tennis balls are there?,1,How many tennis balls would there be if there were no tennis ball?,0,direct
COCO_val2014_000000420840.jpg,How many kids are there?,1,How many kids would there be if five more kids were present?,6,direct
COCO_val2014_000000420963.jpg,How many vans are?,1,How many vans would there be if there was no van?,0,direct
COCO_val2014_000000421009.jpg,How many giraffes are in the picture?,1,How many giraffes would there be if two more giraffes were in the picture?,3,direct
COCO_val2014_000000421072.jpg,How many dogs are playing here?,2,How many dogs would there be if one more dog were playing here?,3,direct
COCO_val2014_000000421109.jpg,How many horses can be seen?,3,How many horses would there be if two fewer horses could be seen?,1,direct
COCO_val2014_000000421206.jpg,How many cats are here?,1,How many cats would there be if 3 more cats came?,4,direct
COCO_val2014_000000421307.jpg,How many planes are turning?,2,How many planes would there be if one more plane was turning?,3,direct
COCO_val2014_000000421360.jpg,How many bottles of water can you see in the picture?,7,How many bottles of water would there be if four bottles of water were taken away?,3,direct
COCO_val2014_000000421370.jpg,How many bikes are there?,1,How many bikes would there be if the number of bikes doubled?,2,direct
COCO_val2014_000000421471.jpg,How many toilets are there?,1,How many toilets would there be if another toilet was added?,2,direct
COCO_val2014_000000428786.jpg,How many holes are in this barn?,2,How many holes would there be if one hole was sealed?,1,direct
COCO_val2014_000000436936.jpg,How many animals are visible?,1,How many animals would there be if two more animals were visible?,3,direct
COCO_val2014_000000437205.jpg,How many people in this picture are holding a drink with two hands?,0,How many people in the picture would be holding a drink with two hands if all people in the picture were holding a drink in two hands?,4,direct
COCO_val2014_000000438017.jpg,How many traffic lights are in the picture?,2,How many traffic lights would there be if one traffic light were removed?,1,direct
COCO_val2014_000000438226.jpg,How many rolls are on the plate?,2,How many rolls would there be if one more roll was added?,3,direct
COCO_val2014_000000439709.jpg,How many plates are on display?,3,How many plates would there be if one plate was removed?,2,direct
COCO_val2014_000000440336.jpg,How many people in the photo?,5,How many people would there be if there were 2 more people in the photo?,7,direct
COCO_val2014_000000441247.jpg,How many windows are in this scene?,3,How many windows would there be if there were 4 more windows?,7,direct
COCO_val2014_000000460059.jpg,How many people?,2,How many people would there be if the number of people tripled?,6,direct
COCO_val2014_000000467522.jpg,How many giraffes are there?,4,How many giraffes would there be if the number of giraffes was halved?,2,direct
COCO_val2014_000000480173.jpg,How many males are in the photo?,0,How many males would there be in the photo if 2 males were added?,2,direct
COCO_val2014_000000480275.jpg,How many bundles of bananas are there?,3,How many bundles of bananas would there be if all the bananas were combined into 1 bundle?,1,direct
COCO_val2014_000000480593.jpg,How many cats are in this photo?,1,How many cats would there be if there were 2 more cats?,3,direct
COCO_val2014_000000481035.jpg,How many beds are there?,1,How many beds would there be if one bed were removed?,0,direct
COCO_val2014_000000482062.jpg,How many clouds are above the animals?,0,How many clouds would be above the animals if 5 clouds were added above the animals?,0,direct
COCO_val2014_000000482626.jpg,How many animals are in the picture?,4,How many animals would there be if the number of animals were doubled?,8,direct
COCO_val2014_000000482927.jpg,How many headlights does the train have?,4,How many headlights would the train have if two headlights were removed from the train?,2,direct
COCO_val2014_000000484351.jpg,How many men are wearing a tie?,2,How many men would be wearing a tie if one of the men¡¯s ties were removed?,1,direct
COCO_val2014_000000485237.jpg,How many planes are there?,2,How many planes would there be if three more planes were added?,5,direct
COCO_val2014_000000495088.jpg,How many birds are in the picture?,1,How many birds would there be if 6 more birds came into the picture?,7,direct
COCO_val2014_000000505133.jpg,How many plates of food are on the stove?,2,How many plates of food would be on the stove if the number of plates was doubled?,4,direct
COCO_val2014_000000505733.jpg,How many giraffes are shown?,2,How many giraffes would there be if one of the giraffes disappeared?,1,direct
